FIPS,county-state,sq_mi,land_sq_mi,water_sq_mi
13255,"Spalding, GA",199.6,197.95,1.65
45083,"Spartanburg, SC",819.14,810.93,8.22
18147,"Spencer, IN",401.23,398.69,2.55
21215,"Spencer, KY",191.8,185.9,5.89
46115,"Spink, SD",1510.05,1503.87,6.18
53063,"Spokane, WA",1780.72,1763.64,17.09
51177,"Spotsylvania, VA",412.27,400.86,11.41
22087,"St. Bernard, LA",1793.75,465.04,1328.71
22089,"St. Charles, LA",410.16,283.64,126.52
29183,"St. Charles, MO",592.35,560.42,31.93
1115,"St. Clair, AL",653.61,633.75,19.86
17163,"St. Clair, IL",673.95,663.81,10.15
26147,"St. Clair, MI",836.63,724.37,112.26
29185,"St. Clair, MO",701.9,676.66,25.25
55109,"St. Croix, WI",735.81,721.82,13.98
5123,"St. Francis, AR",642.4,633.84,8.56
29187,"St. Francois, MO",452.4,449.46,2.94
22091,"St. Helena, LA",409.46,408.36,1.09
22093,"St. James, LA",257.79,246.13,11.66
22095,"St. John the Baptist, LA",347.84,218.9,128.94
12109,"St. Johns, FL",821.43,609.01,212.42
18141,"St. Joseph, IN",460.97,457.34,3.63
26149,"St. Joseph, MI",521.15,503.72,17.43
22097,"St. Landry, LA",938.83,928.65,10.18
36089,"St. Lawrence, NY",2821.48,2685.6,135.88
29510,"St. Louis city, MO",66.15,61.92,4.23
27137,"St. Louis, MN",6859.91,6225.16,634.75
29189,"St. Louis, MO",523.69,507.81,15.89
12111,"St. Lucie, FL",688.08,572.45,115.63
22099,"St. Martin, LA",816.46,739.85,76.6
22101,"St. Mary, LA",1118.83,612.79,506.04
24037,"St. Mary's, MD",764.5,361.25,403.25
22103,"St. Tammany, LA",1124.08,854.15,269.93
20185,"Stafford, KS",794.72,792.05,2.67
51179,"Stafford, VA",279.95,270.35,9.59
6099,"Stanislaus, CA",1514.67,1493.79,20.88
46117,"Stanley, SD",1516.99,1443.28,73.71
37167,"Stanly, NC",404.26,395.06,9.2
20187,"Stanton, KS",680.06,680,0.06
31167,"Stanton, NE",431.06,429.83,1.23
17175,"Stark, IL",288.21,287.94,0.28
38089,"Stark, ND",1340.46,1338.16,2.3
39151,"Stark, OH",580.91,576.14,4.77
18149,"Starke, IN",312.31,309.31,3
48427,"Starr, TX",1229.28,1223.02,6.26
51790,"Staunton, VA",19.71,19.71,0
29186,"Ste. Genevieve, MO",508.94,502.39,6.55
27145,"Stearns, MN",1389.93,1344.52,45.41
27147,"Steele, MN",432.16,429.55,2.62
38091,"Steele, ND",715.49,712.36,3.13
13257,"Stephens, GA",184.23,179.26,4.97
40137,"Stephens, OK",891.12,874.04,17.08
48429,"Stephens, TX",921.48,894.64,26.84
17177,"Stephenson, IL",564.72,564.18,0.54
48431,"Sterling, TX",923.49,923.36,0.13
18151,"Steuben, IN",322.48,308.72,13.76
36101,"Steuben, NY",1404.1,1392.64,11.45
20189,"Stevens, KS",727.71,727.53,0.18
27149,"Stevens, MN",575.24,562.06,13.17
53065,"Stevens, WA",2540.64,2478.3,62.34
13259,"Stewart, GA",463.23,458.7,4.53
47161,"Stewart, TN",493.2,458.48,34.72
30095,"Stillwater, MT",1804.61,1795.09,9.52
29207,"Stoddard, MO",828.94,827.12,1.82
37169,"Stokes, NC",455.89,451.84,4.05
5137,"Stone, AR",609.43,606.59,2.84
29209,"Stone, MO",510.91,463.22,47.68
28131,"Stone, MS",448.07,445.37,2.71
48433,"Stonewall, TX",920.23,918.67,1.56
32029,"Storey, NV",263.8,263.45,0.34
19169,"Story, IA",573.7,572.86,0.84
33017,"Strafford, NH",383.91,368.76,15.15
38093,"Stutsman, ND",2298.26,2221.4,76.86
56035,"Sublette, WY",4935.66,4882.57,53.08
25025,"Suffolk, MA",120.19,58.52,61.68
36103,"Suffolk, NY",2373.07,912.2,1460.87
51800,"Suffolk, VA",429.07,400.02,29.05
18153,"Sullivan, IN",454.04,447.2,6.85
29211,"Sullivan, MO",651.43,650.95,0.48
33019,"Sullivan, NH",551.92,537.38,14.54
36105,"Sullivan, NY",996.85,969.71,27.14
42113,"Sullivan, PA",452.35,449.94,2.41
47163,"Sullivan, TN",429.69,413.02,16.67
46119,"Sully, SD",1070.36,1006.9,63.46
54089,"Summers, WV",367.72,361.17,6.54
8117,"Summit, CO",619.25,608.16,11.09
39153,"Summit, OH",420.06,412.72,7.34
49043,"Summit, UT",1882.05,1871.05,11
20191,"Sumner, KS",1184.78,1181.81,2.98
47165,"Sumner, TN",543.12,529.3,13.81
1119,"Sumter, AL",913.3,904.94,8.37
12119,"Sumter, FL",580.31,545.73,34.58
13261,"Sumter, GA",492.54,485.28,7.26
45085,"Sumter, SC",682.03,665.41,16.63
28133,"Sunflower, MS",707.22,693.79,13.43
37171,"Surry, NC",537.79,536.52,1.27
51181,"Surry, VA",310.31,279.09,31.22
42115,"Susquehanna, PA",832.4,822.86,9.54
10005,"Sussex, DE",1195.65,937.58,258.07
34037,"Sussex, NJ",535.99,521.26,14.73
51183,"Sussex, VA",492.83,490.73,2.1
6101,"Sutter, CA",608.58,602.54,6.04
48435,"Sutton, TX",1454.4,1453.76,0.63
12121,"Suwannee, FL",691.9,687.64,4.26
37173,"Swain, NC",540.64,528.1,12.54
30097,"Sweet Grass, MT",1862,1855.08,6.92
56037,"Sweetwater, WY",10491.17,10425.3,65.87
27151,"Swift, MN",752.35,743.53,8.82
48437,"Swisher, TX",900.68,900.43,0.25
18155,"Switzerland, IN",223.52,221.18,2.34
13263,"Talbot, GA",394.74,393.21,1.52
24041,"Talbot, MD",476.77,269.14,207.64
13265,"Taliaferro, GA",195.47,195.39,0.08
1121,"Talladega, AL",760.25,739.53,20.72
28135,"Tallahatchie, MS",652.08,643.92,8.16
1123,"Tallapoosa, AL",766.23,717.93,48.3
19171,"Tama, IA",722.37,721.3,1.07
29213,"Taney, MO",651.48,632.36,19.12
22105,"Tangipahoa, LA",823.12,790.24,32.88
35055,"Taos, NM",2204.62,2203.17,1.45
48439,"Tarrant, TX",897.48,863.42,34.06
28137,"Tate, MS",410.95,404.48,6.47
13267,"Tattnall, GA",488.22,483.69,4.53
12123,"Taylor, FL",1232.01,1041.91,190.1
13269,"Taylor, GA",379.61,377.44,2.17
19173,"Taylor, IA",534.83,533.95,0.87
21217,"Taylor, KY",277.05,269.83,7.22
48441,"Taylor, TX",919.25,915.63,3.63
55119,"Taylor, WI",984.49,974.86,9.63
54091,"Taylor, WV",175.69,172.78,2.91
17179,"Tazewell, IL",657.89,648.86,9.03
51185,"Tazewell, VA",519.89,519.74,0.15
6103,"Tehama, CA",2962.27,2950.99,11.28
13271,"Telfair, GA",444.08,441.09,2.99
8119,"Teller, CO",558.96,557.06,1.89
22107,"Tensas, LA",641.2,602.48,38.72
22109,"Terrebonne, LA",2079.9,1254.93,824.97
13273,"Terrell, GA",337.63,335.37,2.26
48443,"Terrell, TX",2357.75,2357.72,0.03
48445,"Terry, TX",890.93,889.88,1.06
16081,"Teton, ID",450.57,450.36,0.21
30099,"Teton, MT",2292.58,2272.61,19.97
56039,"Teton, WY",4221.8,4007.76,214.04
29215,"Texas, MO",1179.24,1178.54,0.7
40139,"Texas, OK",2048.81,2037.16,11.66
31169,"Thayer, NE",575.3,574.55,0.75
13275,"Thomas, GA",552.08,548.3,3.78
20193,"Thomas, KS",1074.9,1074.78,0.11
31171,"Thomas, NE",713.65,712.86,0.79
48447,"Throckmorton, TX",915.47,912.34,3.13
31173,"Thurston, NE",396.25,393.81,2.44
53067,"Thurston, WA",773.64,727.02,46.62
13277,"Tift, GA",268.86,265.05,3.81
41057,"Tillamook, OR",1332.78,1102.15,230.63
40141,"Tillman, OK",879.21,871.97,7.25
36107,"Tioga, NY",522.91,518.69,4.21
42117,"Tioga, PA",1137.3,1133.73,3.58
28139,"Tippah, MS",459.97,457.91,2.07
18157,"Tippecanoe, IN",503.07,499.79,3.28
18159,"Tipton, IN",260.41,260.39,0.02
47167,"Tipton, TN",474.72,459.37,15.35
28141,"Tishomingo, MS",444.54,424.12,20.41
48449,"Titus, TX",425.69,410.54,15.15
21219,"Todd, KY",376.97,376.35,0.62
27153,"Todd, MN",979.34,942.02,37.32
46121,"Todd, SD",1390.9,1388.12,2.78
9013,"Tolland, CT",417.01,410.07,6.94
48451,"Tom Green, TX",1540.54,1522.1,18.44
36109,"Tompkins, NY",491.63,476.05,15.57
49045,"Tooele, UT",7287.12,6930.35,356.76
30101,"Toole, MT",1945.86,1910.95,34.91
13279,"Toombs, GA",368.64,366.65,1.99
35057,"Torrance, NM",3345.81,3344.81,1
38095,"Towner, ND",1041.56,1024.55,17
13281,"Towns, GA",172.01,166.66,5.35
38097,"Traill, ND",862.53,861.89,0.65
37175,"Transylvania, NC",380.56,378.39,2.17
27155,"Traverse, MN",585.96,574.09,11.87
48453,"Travis, TX",1022.08,989.3,32.77
30103,"Treasure, MT",984.11,978.86,5.24
20195,"Trego, KS",899.02,888.29,10.73
55121,"Trempealeau, WI",741.98,734.08,7.9
13283,"Treutlen, GA",202.19,200.66,1.53
21221,"Trigg, KY",481.13,443.12,38.01
21223,"Trimble, KY",156.23,148.85,7.38
6105,"Trinity, CA",3207.54,3178.61,28.93
48455,"Trinity, TX",714,692.84,21.16
46123,"Tripp, SD",1617.4,1613.52,3.88
13285,"Troup, GA",445.96,413.9,32.06
47169,"Trousdale, TN",116.64,114.24,2.4
39155,"Trumbull, OH",634.72,616.48,18.24
54093,"Tucker, WV",421.11,418.87,2.24
6107,"Tulare, CA",4839.09,4823.97,15.12
40143,"Tulsa, OK",587.02,570.3,16.72
28143,"Tunica, MS",480.78,454.81,25.97
6109,"Tuolumne, CA",2274.34,2235.41,38.93
13287,"Turner, GA",289.85,286.03,3.83
46125,"Turner, SD",617.45,616.82,0.63
1125,"Tuscaloosa, AL",1351.23,1324.37,26.85
39157,"Tuscarawas, OH",571.48,567.58,3.91
26157,"Tuscola, MI",913.82,812.43,101.39
13289,"Twiggs, GA",362.95,360.29,2.66
16083,"Twin Falls, ID",1928.47,1925.03,3.44
48457,"Tyler, TX",935.71,922.9,12.81
54095,"Tyler, WV",260.69,257.56,3.14
37177,"Tyrrell, NC",600.3,389.91,210.39
56041,"Uinta, WY",2087.56,2081.66,5.9
49047,"Uintah, UT",4498.98,4477.07,21.91
36111,"Ulster, NY",1160.76,1126.48,34.28
41059,"Umatilla, OR",3231.25,3215.26,15.99
47171,"Unicoi, TN",186.49,186.14,0.35
5139,"Union, AR",1055.27,1038.9,16.37
12125,"Union, FL",249.71,240.29,9.42
13291,"Union, GA",329.02,322.55,6.47
19175,"Union, IA",425.95,424.39,1.57
17181,"Union, IL",422.13,416.16,5.97
18161,"Union, IN",165.25,161.55,3.7
21225,"Union, KY",363.43,345.1,18.33
22111,"Union, LA",905.28,877.6,27.68
28145,"Union, MS",416.87,415.43,1.44
37179,"Union, NC",639.59,637.37,2.22
34039,"Union, NJ",105.46,103.29,2.17
35059,"Union, NM",3830.79,3830,0.79
39159,"Union, OH",436.98,436.65,0.33
41061,"Union, OR",2038.55,2036.55,2
42119,"Union, PA",317.12,316.73,0.39
45087,"Union, SC",515.92,514.12,1.8
46127,"Union, SD",467.08,460.38,6.7
47173,"Union, TN",247.13,223.56,23.57
48459,"Upshur, TX",592.67,587.64,5.02
54097,"Upshur, WV",354.86,354.76,0.1
13293,"Upson, GA",327.64,325.48,2.15
48461,"Upton, TX",1241.83,1241.68,0.16
49049,"Utah, UT",2140.98,1998.33,142.64
48463,"Uvalde, TX",1558.6,1556.55,2.06
48465,"Val Verde, TX",3232.4,3170.38,62.02
2261,"Valdez-Cordova, AK",40199.15,34319.1,5880.05
35061,"Valencia, NM",1068.21,1067.63,0.58
16085,"Valley, ID",3733.66,3677.82,55.84
30105,"Valley, MT",5061.98,4921,140.98
31175,"Valley, NE",570.51,568.11,2.41
5141,"Van Buren, AR",724.32,711.51,12.81
19177,"Van Buren, IA",490.55,484.82,5.73
26159,"Van Buren, MI",1090.19,610.86,479.33
47175,"Van Buren, TN",274.59,273.46,1.14
39161,"Van Wert, OH",410.49,410.09,0.4
48467,"Van Zandt, TX",859.48,848.64,10.84
37181,"Vance, NC",269.82,253.52,16.31
18163,"Vanderburgh, IN",235.74,234.57,1.16
42121,"Venango, PA",683.02,675.04,7.98
6111,"Ventura, CA",2208.2,1845.3,362.9
17183,"Vermilion, IL",902.14,899.08,3.06
22113,"Vermilion, LA",1538.31,1173.78,364.53
18165,"Vermillion, IN",259.94,256.89,3.05
22115,"Vernon, LA",1341.51,1328.41,13.1
29217,"Vernon, MO",837.04,833.95,3.09
55123,"Vernon, WI",816.41,794.87,21.54
48469,"Victoria, TX",888.73,882.5,6.23
18167,"Vigo, IN",410.47,403.29,7.17
55125,"Vilas, WI",1017.85,873.72,144.13
39163,"Vinton, OH",414.96,414.08,0.88
51810,"Virginia Beach, VA",497.33,248.29,249.03
12127,"Volusia, FL",1432.44,1103.25,329.19
17185,"Wabash, IL",227.76,223.47,4.29
18169,"Wabash, IN",421.07,413.17,7.9
27157,"Wabasha, MN",549.83,525.01,24.82
20197,"Wabaunsee, KS",799.8,797.38,2.41
2270,"Wade Hampton, AK",19669.24,17193.5,2475.74
27159,"Wadena, MN",543,535.02,7.98
40145,"Wagoner, OK",590.99,562.91,28.07
53069,"Wahkiakum, WA",286.69,264.24,22.45
37183,"Wake, NC",857.26,831.92,25.33
12129,"Wakulla, FL",735.74,606.66,129.08
23027,"Waldo, ME",852.74,729.73,123.01
1127,"Walker, AL",805.3,794.39,10.91
13295,"Walker, GA",447.03,446.58,0.45
48471,"Walker, TX",801.44,787.45,13.99
53071,"Walla Walla, WA",1299.25,1270.51,28.74
20199,"Wallace, KS",914.05,913.99,0.05
48473,"Waller, TX",518.49,513.63,4.87
41063,"Wallowa, OR",3151.69,3145.34,6.36
38099,"Walsh, ND",1294.11,1281.74,12.36
28147,"Walthall, MS",404.44,403.82,0.62
12131,"Walton, FL",1238.03,1057.56,180.47
13297,"Walton, GA",330.05,329.18,0.87
46129,"Walworth, SD",744.22,707.81,36.41
55127,"Walworth, WI",576.5,555.31,21.19
19179,"Wapello, IA",435.98,431.81,4.17
38101,"Ward, ND",2056.25,2012.88,43.36
48475,"Ward, TX",835.74,835.49,0.25
13299,"Ware, GA",906.31,902.29,4.02
13301,"Warren, GA",286.74,285.52,1.22
19181,"Warren, IA",573.21,571.64,1.56
17187,"Warren, IL",543.17,542.52,0.65
18171,"Warren, IN",366.6,364.88,1.72
21227,"Warren, KY",547.69,545.21,2.48
29219,"Warren, MO",437.74,431.31,6.43
28149,"Warren, MS",618.76,586.61,32.15
37185,"Warren, NC",443.8,428.7,15.09
34041,"Warren, NJ",362.75,357.87,4.89
36113,"Warren, NY",931.66,869.29,62.37
39165,"Warren, OH",407.14,399.63,7.51
42123,"Warren, PA",897.81,883.45,14.36
47177,"Warren, TN",434.08,432.69,1.4
51187,"Warren, VA",216.32,213.7,2.63
18173,"Warrick, IN",390.86,384.07,6.79
49051,"Wasatch, UT",1209.17,1177.39,31.78
41065,"Wasco, OR",2395.32,2381.05,14.28
27161,"Waseca, MN",432.81,423.25,9.56
56043,"Washakie, WY",2242.75,2240.06,2.69
55129,"Washburn, WI",853.06,809.68,43.37
1129,"Washington, AL",1088.54,1080.66,7.89
5143,"Washington, AR",956.01,949.72,6.29
8121,"Washington, CO",2524.12,2520.98,3.13
12133,"Washington, FL",615.79,579.93,35.86
13303,"Washington, GA",684.37,680.34,4.03
19183,"Washington, IA",570.77,568.71,2.06
16087,"Washington, ID",1473.54,1456.32,17.23
17189,"Washington, IL",564.12,562.61,1.51
18175,"Washington, IN",516.53,514.42,2.12
20201,"Washington, KS",898.84,898.46,0.38
21229,"Washington, KY",301.52,300.59,0.93
22117,"Washington, LA",675.97,669.57,6.4
24043,"Washington, MD",467.55,458.14,9.41
23029,"Washington, ME",3254.91,2568.48,686.44
27163,"Washington, MN",423.16,391.7,31.46
29221,"Washington, MO",762.46,759.59,2.87
28151,"Washington, MS",761.26,723.99,37.27
37187,"Washington, NC",424.39,348.46,75.93
31177,"Washington, NE",393.76,390.49,3.27
36115,"Washington, NY",845.84,835.44,10.4
39167,"Washington, OH",640.15,635.15,5
40147,"Washington, OK",424.15,416.82,7.34
41067,"Washington, OR",726.38,723.75,2.63
42125,"Washington, PA",860.95,857.09,3.86
44009,"Washington, RI",562.77,332.75,230.02
47179,"Washington, TN",329.8,326.31,3.49
48477,"Washington, TX",621.35,609.22,12.13
49053,"Washington, UT",2429.91,2426.62,3.28
51191,"Washington, VA",565.98,562.86,3.12
50023,"Washington, VT",695.43,689.17,6.26
55131,"Washington, WI",435.89,430.82,5.07
40149,"Washita, OK",1009.07,1003.35,5.73
32031,"Washoe, NV",6551.32,6342.27,209.05
26161,"Washtenaw, MI",722.53,709.94,12.59
37189,"Watauga, NC",312.73,312.51,0.22
27165,"Watonwan, MN",439.92,434.51,5.4
55133,"Waukesha, WI",580.48,555.58,24.91
55135,"Waupaca, WI",765.33,751.09,14.24
55137,"Waushara, WI",637.39,626.03,11.36
13305,"Wayne, GA",648.8,644.66,4.13
19185,"Wayne, IA",527.08,525.6,1.48
17191,"Wayne, IL",715.56,713.9,1.66
18177,"Wayne, IN",404.34,403.57,0.78
21231,"Wayne, KY",484.2,459.4,24.8
26163,"Wayne, MI",672.2,614.15,58.05
29223,"Wayne, MO",774.09,761.03,13.05
28153,"Wayne, MS",813.5,810.32,3.18
37191,"Wayne, NC",556.69,552.57,4.12
31179,"Wayne, NE",443.48,443.43,0.05
36117,"Wayne, NY",1384.14,604.21,779.93
39169,"Wayne, OH",556.31,555.36,0.96
42127,"Wayne, PA",750.54,729.22,21.32
47181,"Wayne, TN",735.59,733.96,1.63
49055,"Wayne, UT",2466.47,2460.32,6.15
54099,"Wayne, WV",512.19,505.79,6.4
51820,"Waynesboro, VA",15.38,15.36,0.02
47183,"Weakley, TN",581.81,580.19,1.62
48479,"Webb, TX",3375.53,3356.83,18.69
49057,"Weber, UT",659.46,575.54,83.93
13307,"Webster, GA",210.26,209.54,0.72
19187,"Webster, IA",718.05,715.23,2.82
21233,"Webster, KY",335.68,334.75,0.93
22119,"Webster, LA",615.07,595.22,19.85
29225,"Webster, MO",593.69,593.32,0.37
28155,"Webster, MS",423.34,422.49,0.85
31181,"Webster, NE",575.02,574.89,0.13
54101,"Webster, WV",556.15,555.97,0.18
8123,"Weld, CO",4021.56,3992.45,29.11
18179,"Wells, IN",370.41,369.96,0.45
38103,"Wells, ND",1290.62,1271.28,19.34
22121,"West Baton Rouge, LA",203.62,191.2,12.42
22123,"West Carroll, LA",360.32,359.4,0.92
22125,"West Feliciana, LA",426.01,406,20.01
36119,"Westchester, NY",500.08,432.82,67.26
42129,"Westmoreland, PA",1036.34,1025.48,10.86
51193,"Westmoreland, VA",252.64,229.18,23.46
56045,"Weston, WY",2400.07,2397.86,2.21
54103,"Wetzel, WV",361.37,359.22,2.14
26165,"Wexford, MI",575.84,565.49,10.35
48481,"Wharton, TX",1094.43,1090.13,4.29
53073,"Whatcom, WA",2503.55,2119.53,384.02
30107,"Wheatland, MT",1428.29,1423.09,5.19
13309,"Wheeler, GA",300.14,297.72,2.42
31183,"Wheeler, NE",575.57,575.17,0.41
41069,"Wheeler, OR",1715.46,1714.92,0.55
48483,"Wheeler, TX",915.34,914.26,1.08
32033,"White Pine, NV",8896.6,8875.98,20.62
5145,"White, AR",1042.36,1034.03,8.33
13311,"White, GA",242.16,241.58,0.58
17193,"White, IL",501.7,494.87,6.83
18181,"White, IN",508.8,505.24,3.56
47185,"White, TN",379.39,376.58,2.8
17195,"Whiteside, IL",697.01,684.77,12.24
13313,"Whitfield, GA",290.65,289.99,0.66
18183,"Whitley, IN",337.9,335.52,2.38
21235,"Whitley, KY",445.15,440.15,4.99
53075,"Whitman, WA",2177.6,2159.37,18.23
30109,"Wibaux, MT",890.09,889.31,0.78
20203,"Wichita, KS",718.54,718.52,0.02
48485,"Wichita, TX",633.01,627.66,5.35
24045,"Wicomico, MD",399.79,377.17,22.62
48487,"Wilbarger, TX",978.1,971.06,7.03
1131,"Wilcox, AL",907.46,888.68,18.78
13315,"Wilcox, GA",383.3,380.3,3
13317,"Wilkes, GA",474,471.37,2.62
37193,"Wilkes, NC",759.93,757.19,2.74
27167,"Wilkin, MN",751.63,751.43,0.2
13319,"Wilkinson, GA",452.01,446.56,5.45
28157,"Wilkinson, MS",687.66,676.7,10.95
17197,"Will, IL",849.39,836.94,12.45
48489,"Willacy, TX",784.23,596.68,187.55
38105,"Williams, ND",2147.97,2070.46,77.51
39171,"Williams, OH",423.05,421.74,1.31
45089,"Williamsburg, SC",936.92,933.9,3.02
51830,"Williamsburg, VA",8.67,8.54,0.13
17199,"Williamson, IL",444.38,423.41,20.96
47187,"Williamson, TN",583.62,582.68,0.94
48491,"Williamson, TX",1134.74,1122.77,11.97
20205,"Wilson, KS",574.97,573.81,1.17
37195,"Wilson, NC",374.26,371.09,3.17
47189,"Wilson, TN",583.2,570.57,12.63
48493,"Wilson, TX",808.57,806.99,1.58
51840,"Winchester, VA",9.33,9.33,0
9015,"Windham, CT",521.47,512.75,8.71
50025,"Windham, VT",798.12,788.72,9.4
50027,"Windsor, VT",975.74,970.96,4.78
48495,"Winkler, TX",841.24,841.05,0.19
22127,"Winn, LA",956.91,950.49,6.43
19189,"Winnebago, IA",401.57,400.47,1.1
17201,"Winnebago, IL",519.27,513.74,5.54
55139,"Winnebago, WI",578.7,438.58,140.12
19191,"Winneshiek, IA",689.88,689.61,0.27
27169,"Winona, MN",641.59,626.3,15.29
1133,"Winston, AL",631.86,614.44,17.42
28159,"Winston, MS",610.11,606.97,3.14
54105,"Wirt, WV",234.83,232.99,1.85
48497,"Wise, TX",922.77,904.61,18.17
51195,"Wise, VA",405.22,404.04,1.18
21237,"Wolfe, KY",222.86,222.78,0.08
39173,"Wood, OH",620.54,617.32,3.22
48499,"Wood, TX",695.8,650.22,45.58
55141,"Wood, WI",809.46,792.78,16.68
54107,"Wood, WV",376.94,367.29,9.65
19193,"Woodbury, IA",877.39,872.59,4.79
17203,"Woodford, IL",542.74,527.95,14.79
21239,"Woodford, KY",191.98,190.68,1.3
5147,"Woodruff, AR",594.05,586.56,7.49
40151,"Woods, OK",1290.07,1286.57,3.51
20207,"Woodson, KS",505.45,500.61,4.85
40153,"Woodward, OK",1246.01,1242.3,3.71
25027,"Worcester, MA",1579.02,1513.06,65.95
24047,"Worcester, MD",694.73,473.24,221.49
13321,"Worth, GA",574.58,569.73,4.86
19195,"Worth, IA",401.71,400,1.71
29227,"Worth, MO",266.75,266.52,0.23
2275,"Wrangell, AK",0,0,0
19197,"Wright, IA",582.54,580.72,1.82
27171,"Wright, MN",714.39,660.75,53.63
29229,"Wright, MO",683.18,682.13,1.05
39175,"Wyandot, OH",407.62,405.61,2.01
20209,"Wyandotte, KS",155.69,151.39,4.3
36121,"Wyoming, NY",596.44,592.91,3.53
42131,"Wyoming, PA",404.79,397.2,7.59
54109,"Wyoming, WV",501.82,500.88,0.94
51197,"Wythe, VA",464.62,463.24,1.37
37197,"Yadkin, NC",337.49,335.55,1.94
53077,"Yakima, WA",4311.61,4296.23,15.38
2282,"Yakutat, AK",9459.28,7650.46,1808.82
28161,"Yalobusha, MS",495,467.12,27.88
41071,"Yamhill, OR",718.36,715.56,2.79
37199,"Yancey, NC",313.11,312.45,0.65
46135,"Yankton, SD",532.62,521.55,11.07
36123,"Yates, NY",375.76,338.24,37.52
4025,"Yavapai, AZ",8127.78,8123.3,4.48
28163,"Yazoo, MS",934.12,919.48,14.64
5149,"Yell, AR",948.84,927.89,20.95
27173,"Yellow Medicine, MN",763.39,757.96,5.43
30113,"Yellowstone National Park, MT",0,0,0
30111,"Yellowstone, MT",2649.05,2635.15,13.9
48501,"Yoakum, TX",799.76,799.75,0.01
6113,"Yolo, CA",1022.89,1013.27,9.62
23031,"York, ME",1271.34,990.92,280.43
31185,"York, NE",576.02,575.66,0.36
42133,"York, PA",910.25,904.45,5.8
45091,"York, SC",695.72,682.45,13.27
51199,"York, VA",215.52,105.65,109.87
48503,"Young, TX",930.84,922.33,8.51
6115,"Yuba, CA",643.73,630.69,13.04
2290,"Yukon-Koyukuk, AK",147842.51,145899.69,1942.83
4027,"Yuma, AZ",5518.96,5514.09,4.87
8125,"Yuma, CO",2369.1,2365.79,3.3
48505,"Zapata, TX",1058.1,996.76,61.34
48507,"Zavala, TX",1301.72,1298.48,3.24
46137,"Ziebach, SD",1971.05,1962.33,8.72
